trip_uuid,source_center,osrm_distance,p_breach_carting,p_breach_ftl,exp_cost_carting,exp_cost_ftl,historical_choice,recommended_route_type,cost_savings
trip-153695292996024606,IND431136AAC,13.7508,0.899,0.946,463.3440312011719,507.59016528320313,Carting,Carting,44.24613408203123
trip-153703800153468710,IND431136AAC,15.5602,0.93,0.955,480.44267680664063,516.2882563476562,Carting,Carting,35.84557954101558
trip-153720969319408098,IND431136AAC,14.6698,0.93,0.955,479.55227680664063,514.0622563476562,Carting,Carting,34.50997954101558
trip-153729778801916700,IND431136AAC,15.0937,0.895,0.944,462.750194140625,509.861935546875,Carting,Carting,47.11174140624996
trip-153739485176092374,IND431136AAC,14.6708,0.926,0.959,477.54830244140624,516.0425395507813,Carting,Carting,38.494237109375035
trip-153755773087317572,IND431136AAC,15.6748,0.895,0.944,463.331294140625,511.314685546875,Carting,Carting,47.98339140625001
trip-153764214563267155,IND431136AAC,16.1534,0.927,0.953,479.4836307128906,516.7436379394532,Carting,Carting,37.26000722656255
trip-153772608415160656,IND431136AAC,14.7258,0.93,0.955,479.6082768066406,514.2022563476562,Carting,Carting,34.593979541015585
trip-153781455472671177,IND431136AAC,17.6795,0.927,0.953,481.00973071289064,520.5588879394531,Carting,Carting,39.5491572265625
trip-153789720326938811,IND431136AAC,16.9112,0.954,0.966,493.68689580078126,525.3069916992188,Carting,Carting,31.620095898437512
trip-153798740712800904,IND431136AAC,15.428,0.93,0.955,480.3104768066406,515.9577563476563,Carting,Carting,35.64727954101568
trip-153807789164799274,IND431136AAC,13.337700000000002,0.899,0.946,462.93093120117186,506.5574152832031,Carting,Carting,43.626484082031254
trip-153816916010199456,IND431136AAC,17.4112,0.903,0.948,468.82105107421876,517.755294921875,Carting,Carting,48.93424384765626
trip-153824841087899088,IND431136AAC,14.1767,0.899,0.946,463.76993120117186,508.65491528320314,Carting,Carting,44.88498408203128
trip-153833432831309659,IND431136AAC,14.6662,0.895,0.944,462.322694140625,508.793185546875,Carting,Carting,46.470491406250005
trip-153842725096261348,IND431136AAC,12.7161,0.899,0.946,462.30933120117186,505.00341528320314,Carting,Carting,42.69408408203128
trip-153850548086705521,IND431136AAC,13.4026,0.93,0.955,478.26679677734376,510.88217138671877,Carting,Carting,32.61537460937501
trip-153858972901357706,IND431136AAC,17.4921,0.927,0.953,480.8223307128906,520.0903879394531,Carting,Carting,39.26805722656246
trip-153695358056452857,IND431136AAC,141.99290000000002,0.908,0.892,595.9159041503906,800.7701223144531,Carting,Carting,204.85421816406256
trip-153729631673569159,IND431136AAC,137.91989999999998,0.914,0.893,595.0059290527344,791.3145510253905,FTL,Carting,196.30862197265617
trip-153739234552704074,IND431136AAC,137.8178,0.896,0.878,585.9847616699219,783.6962333984375,FTL,Carting,197.71147172851556
trip-153746904832535313,IND431136AAC,137.541,0.914,0.893,594.6270290527343,790.3673010253906,FTL,Carting,195.74027197265627
trip-153755728267936909,IND431136AAC,138.26330000000002,0.908,0.892,592.1863041503907,791.4461223144532,FTL,Carting,199.2598181640625
trip-153764107492466235,IND431136AAC,137.17950000000002,0.914,0.893,594.2655290527343,789.4635510253906,FTL,Carting,195.1980219726563
trip-153772602786161577,IND431136AAC,137.4653,0.914,0.893,594.5513290527344,790.1780510253907,FTL,Carting,195.62672197265624
trip-153781252161825184,IND431136AAC,138.2653,0.914,0.893,595.3513290527344,792.1780510253907,FTL,Carting,196.8267219726563
trip-153789707787962211,IND431136AAC,138.5813,0.918,0.889,597.3792431152344,791.1697111816407,FTL,Carting,193.79046806640622
trip-153798765000060219,IND431136AAC,137.6347,0.914,0.893,594.7207290527344,790.6015510253907,FTL,Carting,195.88082197265624
trip-153677702743325657,IND431136AAC,75.03469999999999,0.941,0.936,545.4178176757812,655.3729133300781,Carting,Carting,109.95509565429688
trip-153686426930546687,IND431136AAC,75.8,0.927,0.92,539.09833984375,649.6329345703125,Carting,Carting,110.53459472656255
trip-153695358056452857,IND431136AAC,78.3218,0.922,0.907,539.4174726074218,649.4268754882812,Carting,Carting,110.0094028808594
trip-153712685284903540,IND431136AAC,74.0827,0.927,0.934,537.7719700195313,651.9595576171876,Carting,Carting,114.18758759765626
trip-153755962567981285,IND431136AAC,77.9228,0.913,0.92,534.3324374511719,654.8413627929688,Carting,Carting,120.50892534179684
trip-153764335700972731,IND431136AAC,76.1152,0.915,0.922,533.4948997070312,651.2186640625,Carting,Carting,117.7237643554688
trip-153772711533917656,IND431136AAC,73.4187,0.938,0.932,542.21020390625,649.6119050292968,Carting,Carting,107.4017011230469
trip-153781379204047072,IND431136AAC,73.2937,0.938,0.932,542.08520390625,649.2994050292968,Carting,Carting,107.2142011230469
trip-153798921747386540,IND431136AAC,76.104,0.915,0.922,533.4836997070313,651.1906640625,Carting,Carting,117.7069643554687
trip-153807924173494304,IND431136AAC,74.1864,0.927,0.934,537.8756700195313,652.2188076171875,Carting,Carting,114.34313759765621
trip-153824954723370386,IND431136AAC,74.1251,0.927,0.934,537.8143700195312,652.0655576171876,Carting,Carting,114.25118759765633
trip-153833558768401106,IND431136AAC,75.1324,0.931,0.937,540.6542811035156,656.2722536621094,Carting,Carting,115.6179725585938
trip-153842820023303863,IND431136AAC,76.2038,0.905,0.913,528.9517858398438,647.1577238769531,Carting,Carting,118.20593803710938
trip-153850640561946761,IND431136AAC,75.727,0.927,0.92,539.02533984375,649.4504345703125,Carting,Carting,110.42509472656252
trip-153858979858612955,IND431136AAC,74.2414,0.938,0.932,543.03290390625,651.6686550292968,Carting,Carting,108.63575112304682
trip-153677702743325657,IND431203AAA,67.2099,0.63,0.702,382.31430063476563,519.1753237304688,Carting,Carting,136.86102309570316
trip-153686426930546687,IND431203AAA,66.2936,0.705,0.75,418.8553980957031,540.9760654296874,Carting,Carting,122.12066733398433
trip-153755962567981285,IND431203AAA,66.8609,0.705,0.75,419.42269809570314,542.3943154296875,Carting,Carting,122.97161733398434
trip-153781379204047072,IND431203AAA,66.2887,0.705,0.75,418.85049809570313,540.9638154296875,Carting,Carting,122.11331733398441
trip-153798921747386540,IND431203AAA,67.5398,0.652,0.702,393.65994770507814,520.0000737304688,Carting,Carting,126.34012602539065
trip-153807924173494304,IND431203AAA,67.009,0.652,0.702,393.12914770507814,518.6730737304688,Carting,Carting,125.54392602539065
trip-153833558768401106,IND431203AAA,67.5473,0.652,0.702,393.66744770507813,520.0188237304687,Carting,Carting,126.3513760253906
trip-153842820023303863,IND431203AAA,66.0066,0.685,0.75,408.4183431640625,540.2585654296875,Carting,Carting,131.84022226562496
trip-153850640561946761,IND431203AAA,66.9804,0.685,0.75,409.39214316406253,542.6930654296875,Carting,Carting,133.300922265625
trip-153858979858612955,IND431203AAA,67.0382,0.63,0.702,382.14260063476564,518.7460737304688,Carting,Carting,136.60347309570312
trip-153764335700972731,IND431203AAA,83.5384,0.434,0.552,300.6375821289063,484.6289284667969,Carting,Carting,183.9913463378906
trip-153824954723370386,IND431203AAA,79.6748,0.417,0.558,288.21355732421875,478.14992114257814,Carting,Carting,189.93636381835938
trip-153671494219272400,IND431514AAA,30.884,0.877,0.888,469.3119479980469,521.0324487304688,FTL,Carting,51.7205007324219
trip-153679920895200032,IND431514AAA,30.3343,0.863,0.888,462.01517768554686,519.6581987304687,FTL,Carting,57.64302104492185
trip-153688368903419743,IND431514AAA,30.5533,0.863,0.888,462.23417768554685,520.2056987304687,FTL,Carting,57.97152104492187
trip-153697188098004684,IND431514AAA,31.4202,0.861,0.885,461.7626987792969,521.2408076171876,FTL,Carting,59.47810883789066
trip-153705622376437335,IND431514AAA,31.5279,0.809,0.838,436.150946875,497.84715478515625,FTL,Carting,61.69620791015626
trip-153714326609873773,IND431514AAA,30.7404,0.863,0.888,462.4212776855469,520.6734487304687,FTL,Carting,58.25217104492185
trip-153722841760609653,IND431514AAA,30.6246,0.813,0.841,436.98101479492186,497.1119150390625,FTL,Carting,60.13090024414066
trip-153731154975149059,IND431514AAA,30.0144,0.863,0.888,461.6952776855469,518.8584487304688,FTL,Carting,57.16317104492191
trip-153740566351185985,IND431514AAA,30.3719,0.863,0.888,462.05277768554686,519.7521987304688,FTL,Carting,57.699421044921905
trip-153749170748984950,IND431514AAA,30.942300000000003,0.863,0.888,462.62317768554686,521.1781987304687,FTL,Carting,58.55502104492183
trip-153758287379053006,IND431514AAA,30.5407,0.877,0.888,468.9686479980469,520.1741987304688,FTL,Carting,51.2055507324219
trip-153766917400479430,IND431514AAA,32.0968,0.86,0.872,462.02978339843753,516.2050432128906,FTL,Carting,54.17525981445306
trip-153774887712263297,IND431514AAA,30.5158,0.877,0.888,468.9437479980469,520.1119487304687,FTL,Carting,51.16820073242184
trip-153783692846619250,IND431514AAA,30.888,0.863,0.888,462.56887768554685,521.0424487304688,FTL,Carting,58.473571044921925
trip-153791968002556561,IND431514AAA,30.230600000000003,0.863,0.888,461.91147768554686,519.3989487304688,FTL,Carting,57.487471044921904
trip-153800731659928881,IND431514AAA,28.5369,0.919,0.919,487.99289365234375,530.7982436523438,FTL,Carting,42.80535000000003
trip-153671494219272400,IND431515AAA,20.5462,0.9,0.9,470.62475224609375,501.44405224609375,FTL,Carting,30.8193
trip-153679920895200032,IND431515AAA,21.5056,0.94,0.938,491.60682680664064,522.9518662109375,FTL,Carting,31.34503940429687
trip-153688368903419743,IND431515AAA,21.5716,0.939,0.937,490.991766015625,522.4163657226562,FTL,Carting,31.424599707031234
trip-153697188098004684,IND431515AAA,21.3883,0.939,0.937,490.808466015625,521.9581157226562,FTL,Carting,31.149649707031188
trip-153705622376437335,IND431515AAA,21.5479,0.94,0.938,491.64912680664065,523.0576162109375,FTL,Carting,31.4084894042968
trip-153714326609873773,IND431515AAA,21.9007,0.94,0.938,492.00192680664065,523.9396162109375,FTL,Carting,31.93768940429686
trip-153722841760609653,IND431515AAA,21.9274,0.94,0.938,492.0286268066406,524.0063662109375,FTL,Carting,31.97773940429687
trip-153740566351185985,IND431515AAA,20.8916,0.897,0.897,469.3961471191406,500.7335471191406,FTL,Carting,31.337400000000002
trip-153749170748984950,IND431515AAA,21.9628,0.94,0.938,492.06402680664064,524.0948662109375,FTL,Carting,32.0308394042969
trip-153758287379053006,IND431515AAA,21.2081,0.939,0.937,490.628266015625,521.5076157226563,FTL,Carting,30.87934970703128
trip-153766917400479430,IND431515AAA,22.0589,0.939,0.937,491.479066015625,523.6346157226562,FTL,Carting,32.15554970703124
trip-153783692846619250,IND431515AAA,21.0713,0.94,0.938,491.17252680664063,521.8661162109375,FTL,Carting,30.693589404296915
trip-153791968002556561,IND431515AAA,22.067400000000003,0.94,0.938,492.16862680664065,524.3563662109375,FTL,Carting,32.18773940429685
trip-153800731659928881,IND431515AAA,23.2272,0.937,0.935,491.69772001953123,525.5787116699219,FTL,Carting,33.88099165039063
trip-153671494219272400,IND431517AAB,363.4836,0.771,0.764,749.2186769042969,1290.6251987304688,FTL,Carting,541.4065218261719
trip-153697188098004684,IND431517AAB,345.0396,0.805,0.798,747.3117557617188,1261.4600839843752,FTL,Carting,514.1483282226563
trip-153705622376437335,IND431517AAB,373.7094,0.805,0.798,775.9815557617187,1333.134583984375,FTL,Carting,557.1530282226563
trip-153714326609873773,IND431517AAB,368.3721,0.81,0.803,773.36672890625,1322.5855844726561,FTL,Carting,549.2188555664061
trip-153722841760609653,IND431517AAB,345.1483,0.81,0.803,750.1429289062501,1264.5260844726563,FTL,Carting,514.3831555664062
trip-153740566351185985,IND431517AAB,356.9552,0.805,0.798,759.2273557617187,1291.249083984375,FTL,Carting,532.0217282226562
trip-153749170748984950,IND431517AAB,353.6434,0.805,0.798,755.9155557617187,1282.9695839843748,FTL,Carting,527.0540282226561
trip-153758287379053006,IND431517AAB,365.1974,0.771,0.764,750.9324769042969,1294.9096987304688,FTL,Carting,543.9772218261719
trip-153766917400479430,IND431517AAB,353.4985,0.771,0.764,739.2335769042968,1265.6624487304687,FTL,Carting,526.4288718261719
trip-153774887712263297,IND431517AAB,356.7503,0.805,0.798,759.0224557617187,1290.736833984375,FTL,Carting,531.7143782226563
trip-153783692846619250,IND431517AAB,368.8314,0.81,0.803,773.82602890625,1323.7338344726563,FTL,Carting,549.9078055664063
trip-153791968002556561,IND431517AAB,366.1508,0.81,0.803,771.14542890625,1317.0323344726562,FTL,Carting,545.8869055664062
trip-153723155886933539,IND431603AAA,107.4206,0.913,0.882,563.8251104980469,709.7600266113282,Carting,Carting,145.93491611328125
trip-153671813821616145,IND431603AAA,134.2986,0.922,0.902,595.1129920898437,786.7640476074218,Carting,Carting,191.65105551757813
trip-153679977853600345,IND431603AAA,133.2512,0.911,0.889,588.9041541015625,777.8485505371094,Carting,Carting,188.94439643554688
trip-153688795727790582,IND431603AAA,134.0557,0.911,0.889,589.7086541015625,779.8598005371093,Carting,Carting,190.15114643554682
trip-153740529426559518,IND431603AAA,147.9199,0.888,0.861,591.8198328613281,800.3118349609375,Carting,Carting,208.4920020996094
trip-153731968607684870,IND431603AAA,81.8514,0.874,0.859,518.8478904785156,634.2156276855469,Carting,Carting,115.36773720703127
trip-153671494219272400,IND431603AAA,32.4101,0.918,0.92,491.5182848144531,541.2425961914063,FTL,Carting,49.72431137695315
trip-153679920895200032,IND431603AAA,32.3292,0.918,0.92,491.43738481445314,541.0403461914062,FTL,Carting,49.60296137695309
trip-153688368903419743,IND431603AAA,32.319500000000005,0.918,0.92,491.42768481445313,541.0160961914063,FTL,Carting,49.58841137695316
trip-153697188098004684,IND431603AAA,32.0253,0.918,0.92,491.13348481445314,540.2805961914063,FTL,Carting,49.14711137695315
trip-153705622376437335,IND431603AAA,32.4769,0.918,0.92,491.5850848144531,541.4095961914063,FTL,Carting,49.82451137695318
trip-153714326609873773,IND431603AAA,33.024100000000004,0.918,0.92,492.1322848144531,542.7775961914062,FTL,Carting,50.645311376953146
trip-153722841760609653,IND431603AAA,32.4626,0.873,0.83,469.1721642089844,496.305181640625,FTL,Carting,27.13301743164061
trip-153731154975149059,IND431603AAA,32.3557,0.894,0.884,479.2013726074219,522.7463056640624,FTL,Carting,43.54493305664056
trip-153740566351185985,IND431603AAA,31.5318,0.917,0.919,489.962708203125,538.3863542480469,FTL,Carting,48.42364604492195
trip-153749170748984950,IND431603AAA,33.0389,0.918,0.92,492.14708481445314,542.8145961914063,FTL,Carting,50.667511376953144
trip-153758287379053006,IND431603AAA,32.403800000000004,0.936,0.938,500.4444799316406,549.9334501953125,FTL,Carting,49.48897026367189
trip-153774887712263297,IND431603AAA,31.9248,0.918,0.92,491.03298481445313,540.0293461914063,FTL,Carting,48.99636137695313
trip-153783692846619250,IND431603AAA,33.043,0.918,0.92,492.15118481445313,542.8248461914062,FTL,Carting,50.67366137695308
trip-153791968002556561,IND431603AAA,32.382600000000004,0.873,0.83,469.0921642089844,496.105181640625,FTL,Carting,27.013017431640606
trip-153800731659928881,IND431603AAA,32.7053,0.918,0.92,491.81348481445315,541.9805961914062,FTL,Carting,50.16711137695307
trip-153671494219272400,IND431708AAA,41.3848,0.924,0.938,503.50510029296873,572.6997319335937,FTL,Carting,69.194631640625
trip-153679920895200032,IND431708AAA,41.6026,0.931,0.945,507.20230092773437,576.3771359863281,FTL,Carting,69.17483505859371
trip-153688368903419743,IND431708AAA,41.43129999999999,0.931,0.945,507.03100092773434,575.9488859863282,FTL,Carting,68.91788505859381
trip-153697188098004684,IND431708AAA,41.1113,0.931,0.945,506.7110009277344,575.1488859863281,FTL,Carting,68.43788505859368
trip-153705622376437335,IND431708AAA,41.5977,0.919,0.935,501.0205210449219,571.31846875,FTL,Carting,70.29794770507806
trip-153714326609873773,IND431708AAA,40.939,0.919,0.935,500.3618210449219,569.67171875,FTL,Carting,69.30989770507807
trip-153722841760609653,IND431708AAA,40.9088,0.919,0.935,500.33162104492186,569.5962187499999,FTL,Carting,69.26459770507807
trip-153731154975149059,IND431708AAA,41.8197,0.931,0.945,507.4194009277344,576.9198859863282,FTL,Carting,69.50048505859377
trip-153740566351185985,IND431708AAA,41.4145,0.931,0.945,507.01420092773435,575.9068859863281,FTL,Carting,68.89268505859377
trip-153749170748984950,IND431708AAA,41.6124,0.931,0.945,507.21210092773435,576.4016359863281,FTL,Carting,69.18953505859372
trip-153758287379053006,IND431708AAA,41.8769,0.932,0.938,507.9742205566406,573.9299819335938,FTL,Carting,65.9557613769532
trip-153766917400479430,IND431708AAA,41.346,0.924,0.938,503.46630029296875,572.6027319335938,FTL,Carting,69.136431640625
trip-153774887712263297,IND431708AAA,41.8631,0.931,0.945,507.4628009277344,577.0283859863281,FTL,Carting,69.56558505859368
trip-153783692846619250,IND431708AAA,41.008,0.931,0.945,506.60770092773436,574.8906359863281,FTL,Carting,68.28293505859375
trip-153791968002556561,IND431708AAA,41.2835,0.919,0.935,500.7063210449219,570.53296875,FTL,Carting,69.82664770507813
trip-153800731659928881,IND431708AAA,41.4581,0.931,0.945,507.0578009277344,576.0158859863282,FTL,Carting,68.95808505859378
trip-153671813821616145,IND431717AAA,76.97,0.756,0.744,454.7786547851563,564.2334106445312,Carting,Carting,109.45475585937493
trip-153688795727790582,IND431717AAA,76.2414,0.741,0.743,446.8394224609375,562.0369716796874,Carting,Carting,115.19754921874994
trip-153843822115651784,IND441206AAB,98.3907,0.851,0.762,523.7447954589844,626.8582197265625,Carting,Carting,103.11342426757813
