trip_uuid,source_center,osrm_distance,p_breach_carting,p_breach_ftl,exp_cost_carting,exp_cost_ftl,historical_choice,recommended_route_type,cost_savings
trip-153731471326286586,IND203001AAA,15.8628,0.925,0.933,478.53623139648437,506.1790031738281,FTL,Carting,27.64277177734374
trip-153740218815063066,IND203001AAA,18.8358,0.849,0.863,443.15861494140626,478.62996630859374,FTL,Carting,35.47135136718748
trip-153757140377493194,IND203001AAA,17.2807,0.939,0.945,486.6793511230469,515.7966596679687,FTL,Carting,29.117308544921798
trip-153783561530710925,IND203001AAA,17.5846,0.939,0.945,486.9832511230469,516.5564096679688,FTL,Carting,29.573158544921853
trip-153809109292834257,IND203001AAA,16.5046,0.925,0.933,479.17803139648436,507.78350317382814,FTL,Carting,28.60547177734378
trip-153679439654314968,IND203131AAA,34.2109,0.772,0.837,420.19948642578123,503.8723732910156,FTL,Carting,83.67288686523437
trip-153688186284954487,IND203131AAA,34.2666,0.772,0.837,420.25518642578123,504.0116232910156,FTL,Carting,83.75643686523438
trip-153696844631026781,IND203131AAA,34.5458,0.772,0.837,420.53438642578124,504.70962329101565,FTL,Carting,84.17523686523441
trip-153705474728739370,IND203131AAA,34.8348,0.735,0.808,402.35100483398435,490.89577685546874,FTL,Carting,88.54477202148439
trip-153714071381593958,IND203131AAA,35.8653,0.735,0.808,403.38150483398437,493.47202685546876,FTL,Carting,90.09052202148439
trip-153731471326286586,IND203131AAA,36.6905,0.735,0.808,404.20670483398436,495.53502685546874,FTL,Carting,91.32832202148438
trip-153757140377493194,IND203131AAA,33.707,0.846,0.88,456.5811455078125,524.4790173339844,FTL,Carting,67.89787182617192
trip-153765904035835381,IND203131AAA,34.685,0.735,0.808,402.2012048339844,490.5212768554687,FTL,Carting,88.32007202148435
trip-153783561530710925,IND203131AAA,37.0728,0.776,0.823,425.15605195312503,504.2885368652344,FTL,Carting,79.13248491210936
trip-153792069251773229,IND203131AAA,35.0989,0.735,0.808,402.6151048339844,491.55602685546876,FTL,Carting,88.94092202148437
trip-153800536221106758,IND203131AAA,34.5955,0.735,0.808,402.1117048339844,490.29752685546873,FTL,Carting,88.18582202148434
trip-153817845070474887,IND203131AAA,35.4383,0.735,0.808,402.9545048339844,492.40452685546876,FTL,Carting,89.45002202148436
trip-153826409256352599,IND203131AAA,35.4952,0.735,0.808,403.0114048339844,492.54677685546875,FTL,Carting,89.53537202148436
trip-153835175783037729,IND203131AAA,35.195899999999995,0.735,0.808,402.71210483398437,491.7985268554687,FTL,Carting,89.08642202148434
trip-153843777232454425,IND203131AAA,33.9161,0.846,0.88,456.79024550781253,525.0017673339844,FTL,Carting,68.21152182617186
trip-153852310732570195,IND203131AAA,34.5382,0.722,0.81,395.64247856445314,491.40537548828127,FTL,Carting,95.76289692382812
trip-153705474728739370,IND203135AAA,89.7432,0.539,0.526,359.4120232421875,487.18054028320313,FTL,Carting,127.76851704101563
trip-153765904035835381,IND203135AAA,87.94720000000001,0.539,0.526,357.6160232421875,482.6905402832032,FTL,Carting,125.07451704101567
trip-153826409256352599,IND203135AAA,87.47879999999999,0.539,0.526,357.1476232421875,481.5195402832031,FTL,Carting,124.37191704101565
trip-153843777232454425,IND203135AAA,88.1515,0.539,0.526,357.8203232421875,483.2012902832031,FTL,Carting,125.3809670410156
trip-153679439654314968,IND203135AAA,53.1122,0.517,0.515,311.44365141601565,390.3050361328125,FTL,Carting,78.86138471679686
trip-153688186284954487,IND203135AAA,57.1415,0.491,0.49,302.73254919433595,387.6374261474609,FTL,Carting,84.90487695312498
trip-153696844631026781,IND203135AAA,57.1613,0.491,0.49,302.7523491943359,387.6869261474609,FTL,Carting,84.93457695312497
trip-153714071381593958,IND203135AAA,54.1128,0.517,0.515,312.4442514160156,392.80653613281254,FTL,Carting,80.36228471679692
trip-153722776709264594,IND203135AAA,56.3772,0.491,0.49,301.96824919433595,385.7266761474609,FTL,Carting,83.75842695312497
trip-153757140377493194,IND203135AAA,54.1537,0.517,0.515,312.48515141601564,392.9087861328125,FTL,Carting,80.42363471679687
trip-153783561530710925,IND203135AAA,56.6688,0.491,0.49,302.2598491943359,386.45567614746096,FTL,Carting,84.19582695312505
trip-153792069251773229,IND203135AAA,56.3409,0.491,0.49,301.9319491943359,385.63592614746096,FTL,Carting,83.70397695312505
trip-153800536221106758,IND203135AAA,55.8233,0.491,0.49,301.41434919433595,384.341926147461,FTL,Carting,82.92757695312503
trip-153817845070474887,IND203135AAA,53.8059,0.517,0.515,312.13735141601563,392.0392861328125,FTL,Carting,79.90193471679686
trip-153835175783037729,IND203135AAA,55.8476,0.491,0.49,301.43864919433594,384.40267614746097,FTL,Carting,82.96402695312503
trip-153852310732570195,IND203135AAA,53.7007,0.472,0.5,289.46650810546873,384.1307783203125,FTL,Carting,94.66427021484378
trip-153679439654314968,IND203390AAA,106.3354,0.72,0.708,466.37333334960937,619.9915761718751,FTL,Carting,153.6182428222657
trip-153688186284954487,IND203390AAA,106.913,0.787,0.678,500.24753369140626,606.0343615722657,FTL,Carting,105.78682788085939
trip-153696844631026781,IND203390AAA,120.5479,0.72,0.708,480.5858333496094,655.5228261718751,FTL,Carting,174.93699282226567
trip-153705474728739370,IND203390AAA,105.2799,0.75,0.672,480.3546985839844,599.3565493164062,FTL,Carting,119.00185073242187
trip-153714071381593958,IND203390AAA,104.9701,0.677,0.703,443.38983876953125,614.1225766601563,FTL,Carting,170.732737890625
trip-153722776709264594,IND203390AAA,105.9323,0.72,0.708,465.9702333496094,618.983826171875,FTL,Carting,153.0135928222656
trip-153740218815063066,IND203390AAA,105.0774,0.677,0.703,443.49713876953126,614.3908266601562,FTL,Carting,170.89368789062496
trip-153748591800140124,IND203390AAA,106.5983,0.787,0.678,499.93283369140624,605.2476115722657,FTL,Carting,105.31477788085942
trip-153757140377493194,IND203390AAA,104.8501,0.673,0.712,441.4852013183594,618.232916015625,FTL,Carting,176.74771469726568
trip-153765904035835381,IND203390AAA,112.0844,0.787,0.678,505.41893369140627,618.9628615722656,FTL,Carting,113.54392788085937
trip-153774461753001942,IND203390AAA,105.0399,0.673,0.712,441.67500131835936,618.7074160156251,FTL,Carting,177.03241469726572
trip-153783561530710925,IND203390AAA,105.2771,0.673,0.712,441.9122013183594,619.3004160156249,FTL,Carting,177.38821469726554
trip-153792069251773229,IND203390AAA,105.5855,0.677,0.703,444.0052387695313,615.6610766601563,FTL,Carting,171.65583789062498
trip-153800536221106758,IND203390AAA,104.5943,0.677,0.703,443.0140387695312,613.1830766601563,FTL,Carting,170.16903789062508
trip-153809109292834257,IND203390AAA,104.7155,0.75,0.672,479.7902985839844,597.9455493164062,FTL,Carting,118.15525073242179
trip-153817845070474887,IND203390AAA,105.9794,0.72,0.708,466.0173333496094,619.101576171875,FTL,Carting,153.0842428222656
trip-153826409256352599,IND203390AAA,104.3735,0.677,0.703,442.7932387695313,612.6310766601563,FTL,Carting,169.837837890625
trip-153835175783037729,IND203390AAA,104.3208,0.75,0.672,479.3955985839844,596.9587993164063,FTL,Carting,117.56320073242188
trip-153843777232454425,IND203390AAA,103.6592,0.663,0.703,435.4053242675781,610.8453266601563,FTL,Carting,175.44000239257815
trip-153852310732570195,IND203390AAA,105.1095,0.75,0.672,480.1842985839844,598.9305493164063,FTL,Carting,118.74625073242191
trip-153679439654314968,IND203396AAB,32.3679,0.767,0.747,415.79252158203127,454.40916040039065,FTL,Carting,38.61663881835938
trip-153688186284954487,IND203396AAB,32.6352,0.747,0.726,405.8949961425781,444.3563715820312,FTL,Carting,38.46137543945309
trip-153696844631026781,IND203396AAB,33.4081,0.736,0.715,401.46614443359374,440.8209396972656,FTL,Carting,39.35479526367186
trip-153714071381593958,IND203396AAB,32.8615,0.747,0.726,406.1212961425781,444.92212158203125,FTL,Carting,38.80082543945315
trip-153740218815063066,IND203396AAB,33.4745,0.736,0.715,401.5325444335937,440.9869396972656,FTL,Carting,39.45439526367187
trip-153748591800140124,IND203396AAB,66.038,0.936,0.883,534.0913752441406,606.6921069335938,FTL,Carting,72.60073168945314
trip-153757140377493194,IND203396AAB,32.7263,0.641,0.651,353.336407421875,407.11613452148435,FTL,Carting,53.779727099609374
trip-153774461753001942,IND203396AAB,32.3111,0.76,0.74,412.29431533203126,450.631998046875,FTL,Carting,38.337682714843766
trip-153783561530710925,IND203396AAB,32.6032,0.76,0.74,412.58641533203127,451.36224804687504,FTL,Carting,38.77583271484377
trip-153792069251773229,IND203396AAB,32.5374,0.76,0.74,412.52061533203124,451.197748046875,FTL,Carting,38.677132714843765
trip-153800536221106758,IND203396AAB,31.9583,0.76,0.74,411.94151533203126,449.749998046875,FTL,Carting,37.80848271484376
trip-153809109292834257,IND203396AAB,31.937,0.767,0.747,415.36162158203126,453.3319104003906,FTL,Carting,37.970288818359336
trip-153817845070474887,IND203396AAB,31.9102,0.76,0.74,411.8934153320312,449.62974804687497,FTL,Carting,37.73633271484374
trip-153835175783037729,IND203396AAB,31.7743,0.77,0.75,416.8017658203125,454.62016772460936,FTL,Carting,37.81840190429688
trip-153852310732570195,IND203396AAB,31.8004,0.77,0.75,416.8278658203125,454.68541772460935,FTL,Carting,37.85755190429683
trip-153779508492576787,IND204101AAA,39.741600000000005,0.834,0.842,456.87569423828126,520.2351340332032,FTL,Carting,63.35943979492191
trip-153818244828109704,IND204101AAA,41.031,0.802,0.81,441.904779296875,507.76643432617186,FTL,Carting,65.86165502929686
trip-153688072572694515,IND204215AAA,31.6502,0.665,0.651,364.14550029296873,404.7479670410156,Carting,Carting,40.60246674804688
trip-153696736049545812,IND204215AAA,32.3334,0.665,0.651,364.82870029296873,406.4559670410156,Carting,Carting,41.62726674804685
trip-153705322141478039,IND204215AAA,32.3896,0.7,0.687,382.4538700195312,424.5471506347656,Carting,Carting,42.09328061523439
trip-153713732372511335,IND204215AAA,32.0597,0.665,0.651,364.55500029296877,405.7717170410156,Carting,Carting,41.21671674804685
trip-153722267764285299,IND204215AAA,31.6042,0.7,0.687,381.66847001953124,422.5836506347656,Carting,Carting,40.91518061523436
trip-153731194941639591,IND204215AAA,32.9032,0.7,0.687,382.9674700195312,425.8311506347656,Carting,Carting,42.86368061523439
trip-153699047302788725,IND205001AAB,419.0497,0.619,0.492,728.3276235839844,1293.6805396728514,FTL,Carting,565.352916088867
trip-153673160689391455,IND205001AAB,43.3698,0.87,0.815,478.4629091308594,515.8594670410156,FTL,Carting,37.39655791015622
trip-153681786099258463,IND205001AAB,45.7134,0.824,0.755,457.85744296875,491.90376977539063,FTL,Carting,34.04632680664065
trip-153703743669488412,IND205001AAB,43.6495,0.803,0.755,445.0495244140625,486.5150463867187,Carting,Carting,41.465521972656234
trip-153707536925084142,IND205001AAB,44.2497,0.824,0.755,456.39374296875,488.2445197753906,FTL,Carting,31.850776806640567
trip-153733023287440282,IND205001AAB,43.2046,0.795,0.769,440.7348429199219,492.5367380371094,FTL,Carting,51.801895117187485
trip-153750342600531920,IND205001AAB,44.2263,0.8,0.741,444.25776362304686,480.90608203125,FTL,Carting,36.648318408203124
trip-153758398756342053,IND205001AAB,42.1622,0.806,0.781,444.9366445800781,495.65681225585934,FTL,Carting,50.72016767578123
trip-153808726874610853,IND205001AAB,42.1555,0.768,0.755,426.0091071777344,482.7906970214844,FTL,Carting,56.78158984375
trip-153739253588262601,IND205001AAB,80.7672,0.818,0.836,489.5307803222656,620.1332404785156,FTL,Carting,130.60246015625
trip-153747739797775369,IND205001AAB,53.2598,0.795,0.735,450.98154072265623,500.72127734375,FTL,Carting,49.739736621093755
trip-153781837295045377,IND205001AAB,54.4461,0.798,0.752,453.3153321777344,512.0524753417969,FTL,Carting,58.73714316406256
trip-153790624497477572,IND205001AAB,53.5896,0.795,0.734,451.03604165039064,501.21640112304686,FTL,Carting,50.18035947265622
trip-153800605670819251,IND205001AAB,53.938500000000005,0.753,0.668,430.6506887207031,469.06548828125,FTL,Carting,38.414799560546896
trip-153808470204493565,IND205001AAB,52.7289,0.795,0.735,450.45064072265626,499.39402734375,FTL,Carting,48.94338662109374
trip-153817373947417088,IND205001AAB,52.6763,0.795,0.735,450.3980407226562,499.26252734375,FTL,Carting,48.86448662109376
trip-153825706695512642,IND205001AAB,52.7319,0.795,0.735,450.45364072265625,499.40152734375,FTL,Carting,48.947886621093744
trip-153834209743312636,IND205001AAB,52.6369,0.795,0.735,450.3586407226562,499.16402734375,FTL,Carting,48.80538662109376
trip-153849603527835480,IND205001AAB,55.3725,0.825,0.735,467.6994958496094,506.0400451660156,FTL,Carting,38.340549316406225
trip-153858432149388555,IND205001AAB,52.7309,0.826,0.737,465.73035068359377,500.34208154296874,FTL,Carting,34.61173085937497
trip-153842584179857953,IND205001AAB,66.034,0.903,0.895,517.6212497558594,612.44095703125,FTL,Carting,94.81970727539067
trip-153673160689391455,IND205135AAA,22.3813,0.658,0.652,351.28419306640626,381.77115161132815,FTL,Carting,30.48695854492189
trip-153681786099258463,IND205135AAA,22.1733,0.658,0.652,351.07619306640623,381.2511516113281,FTL,Carting,30.17495854492188
trip-153690408079731236,IND205135AAA,23.8514,0.323,0.324,185.54622421875,221.72746850585938,FTL,Carting,36.181244287109365
trip-153703743669488412,IND205135AAA,26.9928,0.316,0.317,184.96525788574218,225.85364306640625,Carting,Carting,40.88838518066407
trip-153707536925084142,IND205135AAA,23.4001,0.628,0.622,337.5868370605469,369.48908056640624,FTL,Carting,31.90224350585936
trip-153733023287440282,IND205135AAA,23.8276,0.367,0.361,207.24549245605468,239.8288114013672,FTL,Carting,32.58331894531253
trip-153750342600531920,IND205135AAA,23.7882,0.356,0.35,201.79740104980468,234.36330700683595,FTL,Carting,32.565905957031276
trip-153758398756342053,IND205135AAA,22.3905,0.658,0.652,351.2933930664062,381.7941516113281,FTL,Carting,30.500758544921894
trip-153808726874610853,IND205135AAA,21.9029,0.658,0.652,350.80579306640624,380.5751516113281,FTL,Carting,29.769358544921886
trip-153817389813656895,IND205135AAA,21.7881,0.658,0.652,350.69099306640624,380.28815161132815,FTL,Carting,29.59715854492191
trip-153825728158254744,IND205135AAA,21.8424,0.658,0.652,350.74529306640625,380.4239016113281,FTL,Carting,29.67860854492187
trip-153834549863932905,IND205135AAA,23.8154,0.367,0.361,207.2332924560547,239.7983114013672,FTL,Carting,32.56501894531249
trip-153859691749220413,IND205135AAA,21.3397,0.658,0.652,350.24259306640624,379.1671516113281,FTL,Carting,28.924558544921865
trip-153679463181730576,IND206001AAA,449.6865,0.276,0.237,587.9194254150391,1242.8724542236328,FTL,Carting,654.9530288085937
trip-153688636480084238,IND206001AAA,474.1553,0.307,0.265,627.4188650634766,1317.725148803711,FTL,Carting,690.3062837402343
trip-153697146373863851,IND206001AAA,521.2035,0.276,0.237,659.436425415039,1421.6649542236328,FTL,Carting,762.2285288085938
trip-153705589682687518,IND206001AAA,419.7632,0.168,0.16,503.76822014160155,1129.5816373901366,FTL,Carting,625.8134172485351
trip-153714072993346970,IND206001AAA,440.8569,0.299,0.257,590.1774871582031,1230.8746566162108,FTL,Carting,640.6971694580077
trip-153722986987890212,IND206001AAA,455.215,0.276,0.237,593.447925415039,1256.6937042236327,FTL,Carting,663.2457788085937
trip-153731170474579281,IND206001AAA,450.1812,0.276,0.237,588.414125415039,1244.1092042236328,FTL,Carting,655.6950788085937
trip-153749152794123460,IND206001AAA,474.0829,0.276,0.237,612.3158254150391,1303.8634542236327,FTL,Carting,691.5476288085937
trip-153757995977022494,IND206001AAA,444.8888,0.168,0.16,528.8938201416015,1192.3956373901367,FTL,Carting,663.5018172485352
trip-153766828353784506,IND206001AAA,482.0091,0.168,0.16,566.0141201416016,1285.1963873901368,FTL,Carting,719.1822672485353
trip-153774794627006086,IND206001AAA,544.8155,0.168,0.16,628.8205201416016,1442.2123873901369,FTL,Carting,813.3918672485353
trip-153783514741961745,IND206001AAA,476.6764,0.276,0.237,614.9093254150391,1310.3472042236328,FTL,Carting,695.4378788085937
trip-153791932664782132,IND206001AAA,466.4674,0.276,0.237,604.7003254150391,1284.8247042236328,FTL,Carting,680.1243788085937
trip-153800978115619649,IND206001AAA,417.72,0.347,0.302,591.0689990234375,1195.1731689453127,FTL,Carting,604.1041699218752
trip-153809204863803347,IND206001AAA,482.211,0.276,0.237,620.4439254150391,1324.183704223633,FTL,Carting,703.7397788085939
trip-153817948818811218,IND206001AAA,522.6961,0.276,0.237,660.9290254150391,1425.3964542236329,FTL,Carting,764.4674288085938
trip-153835670786536523,IND206001AAA,447.1428,0.33,0.286,612.1497274902345,1260.9957481689453,FTL,Carting,648.8460206787108
trip-153843684441391753,IND206001AAA,725.3772,0.307,0.265,878.6407650634766,1945.779898803711,FTL,Carting,1067.1391337402342
trip-153852028362357450,IND206001AAA,461.8483,0.168,0.16,545.8533201416016,1234.7943873901368,FTL,Carting,688.9410672485352
trip-153861014185597051,IND206001AAA,455.1177,0.168,0.16,539.1227201416016,1217.9678873901366,FTL,Carting,678.8451672485351
trip-153679463181730576,IND206122AAA,64.3911,0.581,0.509,354.68535048828124,415.3514224853516,FTL,Carting,60.66607199707033
trip-153688636480084238,IND206122AAA,93.1781,0.322,0.201,254.28176821289063,333.6799225463867,FTL,Carting,79.39815433349608
trip-153697146373863851,IND206122AAA,70.7975,0.546,0.474,343.849990234375,413.8494934082031,FTL,Carting,69.99950317382809
trip-153705589682687518,IND206122AAA,91.0379,0.322,0.201,252.1415682128906,328.3294225463867,FTL,Carting,76.18785433349609
trip-153722986987890212,IND206122AAA,67.3382,0.678,0.613,406.3012737304688,474.60203076171877,FTL,Carting,68.30075703124999
trip-153731170474579281,IND206122AAA,71.0704,0.546,0.474,344.122890234375,414.53174340820317,FTL,Carting,70.40885317382816
trip-153749152794123460,IND206122AAA,67.0544,0.678,0.613,406.01747373046874,473.8925307617187,FTL,Carting,67.87505703124998
trip-153766828353784506,IND206122AAA,90.3644,0.322,0.201,251.4680682128906,326.6456725463867,FTL,Carting,75.1776043334961
trip-153774794627006086,IND206122AAA,96.0107,0.312,0.194,252.2289159423828,337.1818327026367,FTL,Carting,84.95291676025391
trip-153783514741961745,IND206122AAA,91.2852,0.322,0.201,252.38886821289063,328.94767254638674,FTL,Carting,76.55880433349611
trip-153791932664782132,IND206122AAA,65.5955,0.723,0.663,427.29355908203127,495.29987670898436,FTL,Carting,68.00631762695309
trip-153800978115619649,IND206122AAA,98.0799,0.322,0.201,259.18356821289063,345.9344225463867,FTL,Carting,86.75085433349608
trip-153809204863803347,IND206122AAA,67.8312,0.624,0.554,379.59655034179684,446.7443818359375,FTL,Carting,67.14783149414063
trip-153817948818811218,IND206122AAA,67.0733,0.678,0.613,406.03637373046877,473.9397807617188,FTL,Carting,67.90340703125003
trip-153826897300192971,IND206122AAA,71.1551,0.546,0.474,344.207590234375,414.7434934082031,FTL,Carting,70.5359031738281
trip-153835670786536523,IND206122AAA,65.1868,0.723,0.663,426.88485908203126,494.27812670898436,FTL,Carting,67.3932676269531
trip-153843684441391753,IND206122AAA,70.2031,0.74,0.683,440.305394921875,517.0874313964844,FTL,Carting,76.78203647460936
trip-153852028362357450,IND206122AAA,66.7316,0.714,0.652,423.8717062011719,493.0617880859375,FTL,Carting,69.19008188476562
trip-153861014185597051,IND206122AAA,67.3849,0.678,0.613,406.34797373046877,474.7187807617188,FTL,Carting,68.37080703125002
trip-153688072572694515,IND207001AAA,42.1128,0.225,0.201,154.41981446533202,205.696192199707,Carting,Carting,51.27637773437499
trip-153696736049545812,IND207001AAA,40.3124,0.217,0.194,148.85032572021484,197.72544274902344,Carting,Carting,48.8751170288086
trip-153705322141478039,IND207001AAA,40.8508,0.26,0.213,171.07957502441405,208.77008166503907,Carting,Carting,37.69050664062502
trip-153713732372511335,IND207001AAA,40.6639,0.225,0.201,152.97091446533204,202.07394219970703,Carting,Carting,49.10302773437499
trip-153722267764285299,IND207001AAA,41.0594,0.449,0.385,265.4404577392578,295.2748885498047,Carting,Carting,29.834430810546905
trip-153731194941639591,IND207001AAA,40.2449,0.252,0.206,166.29866434326172,203.6258226928711,Carting,Carting,37.32715834960939
trip-153791383335737867,IND207123AAA,70.0116,0.822,0.762,481.05115078125,556.017037109375,FTL,Carting,74.96588632812501
trip-153747739797775369,IND207247AAB,51.4793,0.78,0.792,441.6683869140625,524.5117265625,FTL,Carting,82.8433396484375
trip-153765137092485763,IND207247AAB,51.5811,0.79,0.801,446.5543971191406,529.3679721679688,FTL,Carting,82.81357504882817
trip-153781837295045377,IND207247AAB,51.2888,0.816,0.79,459.10520625,523.4070891113281,FTL,Carting,64.30188286132812
trip-153790624497477572,IND207247AAB,51.3904,0.79,0.801,446.3636971191406,528.8912221679687,FTL,Carting,82.52752504882812
trip-153800605670819251,IND207247AAB,51.0947,0.866,0.849,484.1844216796875,552.4815620117188,FTL,Carting,68.29714033203129
trip-153808470204493565,IND207247AAB,51.4974,0.79,0.801,446.4706971191406,529.1587221679688,FTL,Carting,82.6880250488282
trip-153817373947417088,IND207247AAB,51.1704,0.816,0.79,458.98680625,523.1110891113282,FTL,Carting,64.1242828613282
trip-153825706695512642,IND207247AAB,51.3996,0.79,0.801,446.37289711914065,528.9142221679688,FTL,Carting,82.54132504882813
trip-153834209743312636,IND207247AAB,51.6647,0.816,0.79,459.48110625,524.3468391113281,FTL,Carting,64.86573286132813
trip-153849603527835480,IND207247AAB,51.6279,0.816,0.79,459.44430625,524.2548391113281,FTL,Carting,64.81053286132811
trip-153688072572694515,IND207302AAA,67.8295,0.635,0.645,385.5242021484375,491.9300732421875,Carting,Carting,106.40587109375002
trip-153696736049545812,IND207302AAA,69.772,0.464,0.473,301.64782397460937,410.86751525878907,Carting,Carting,109.2196912841797
trip-153705322141478039,IND207302AAA,68.8471,0.627,0.636,382.26220009765626,490.2412546386719,Carting,Carting,107.97905454101561
trip-153713732372511335,IND207302AAA,69.3485,0.565,0.575,352.0007521972656,460.9821508789063,Carting,Carting,108.98139868164066
trip-153722267764285299,IND207302AAA,144.3224,0.361,0.425,324.62873544921877,573.3095400390625,Carting,Carting,248.68080458984377
trip-153731194941639591,IND207302AAA,147.6457,0.301,0.36,297.94846489257816,549.2758710937501,Carting,Carting,251.32740620117193
trip-153826764712145200,IND208006AAA,33.0334,0.508,0.531,287.1583389648438,348.25055322265627,Carting,Carting,61.092214257812486
trip-153852006036278986,IND208006AAA,34.0321,0.641,0.643,354.34710244140626,406.711109375,Carting,Carting,52.364006933593714
trip-153861106442901555,IND208006AAA,35.4369,0.517,0.54,293.977915625,358.6556655273438,Carting,Carting,64.6777499023438
trip-153705622336805088,IND208012AAA,17.2662,0.67,0.696,352.396815234375,390.9693024902344,Carting,Carting,38.57248725585936
trip-153714343277538608,IND208012AAA,16.3834,0.879,0.891,455.77518466796874,486.3158913574219,Carting,Carting,30.540706689453145
trip-153722934727651996,IND208012AAA,97.9031,0.483,0.312,339.44068239746093,400.8994736328125,Carting,Carting,61.458791235351555
trip-153731734095676694,IND208012AAA,18.1243,0.67,0.696,353.254915234375,393.11455249023436,Carting,Carting,39.859637255859354
trip-153740442108450757,IND208012AAA,22.8623,0.664,0.664,354.88885029296875,389.18230029296876,Carting,Carting,34.29345000000001
trip-153748907256986118,IND208012AAA,23.8493,0.744,0.744,395.72243842773435,431.49638842773436,Carting,Carting,35.77395000000001
trip-153757898689719939,IND208012AAA,22.8883,0.829,0.829,437.516962109375,471.849412109375,Carting,Carting,34.332449999999994
trip-153792226548160584,IND208012AAA,27.533,0.68,0.68,367.6975202636719,408.99702026367186,Carting,Carting,41.299499999999966
trip-153800794553157586,IND208012AAA,23.8033,0.608,0.608,327.65458784179685,363.35953784179685,Carting,Carting,35.70495
trip-153809191457632409,IND208012AAA,22.0463,0.815,0.815,429.6866198242187,462.75606982421874,Carting,Carting,33.06945000000002
trip-153818132346829901,IND208012AAA,16.695700000000002,0.837,0.852,435.07539970703124,467.8046796875,Carting,Carting,32.72927998046879
trip-153826219212835068,IND208012AAA,23.4101,0.664,0.664,355.43665029296875,390.5518002929688,Carting,Carting,35.11515000000003
trip-153861059679001096,IND208012AAA,17.598599999999998,0.842,0.857,438.4290748535156,472.3215122070312,Carting,Carting,33.89243735351562
trip-153714151495958937,IND208017AAA,13.6978,0.886,0.926,456.7194674804688,497.34026416015627,Carting,Carting,40.62079667968749
trip-153731433156695199,IND208017AAA,13.9435,0.884,0.925,455.873919921875,497.2149816894531,Carting,Carting,41.34106176757814
trip-153749027963967216,IND208017AAA,13.1073,0.905,0.939,465.8347169921875,502.3847966308594,Carting,Carting,36.55007963867189
trip-153758060777715005,IND208017AAA,37.242,0.955,0.961,514.7509721679687,573.7512707519531,Carting,Carting,59.00029858398443
trip-153782758054621993,IND208017AAA,41.1563,0.916,0.914,499.09169428710936,559.8201018066407,Carting,Carting,60.72840751953129
trip-153853525864298967,IND208017AAA,60.5429,0.877,0.854,498.98116293945316,578.382396484375,Carting,Carting,79.40123354492187
trip-153740059865267110,IND208019AAA,49.3634,0.874,0.769,486.22912265625,507.84944848632813,Carting,Carting,21.620325830078116
trip-153765554978845338,IND208019AAA,18.2551,0.924,0.939,480.3464696289062,514.9624875488281,Carting,Carting,34.61601791992189
trip-153792072281851569,IND208019AAA,17.2354,0.924,0.939,479.3267696289063,512.4132375488281,Carting,Carting,33.0864679199218
trip-153826203764625684,IND208019AAA,46.046400000000006,0.82,0.687,456.2247447265625,458.6463039550781,Carting,Carting,2.421559228515605
trip-153835412703567929,IND208019AAA,17.7011,0.924,0.939,479.79246962890625,513.5774875488281,Carting,Carting,33.78501791992187
trip-153860965855565549,IND208019AAA,15.951,0.894,0.914,463.1830251464844,496.9146398925781,Carting,Carting,33.731614746093726
trip-153680283646690477,IND209101AAA,64.8924,0.416,0.461,273.1283313964844,392.6372805175781,FTL,Carting,119.50894912109374
trip-153688042542650603,IND209101AAA,24.953,0.643,0.598,346.6467255859375,361.509453125,FTL,Carting,14.862727539062519
trip-153705151950035040,IND209101AAA,23.7398,0.639,0.593,343.0114979980469,355.9417241210937,FTL,Carting,12.93022612304685
trip-153713799765882707,IND209101AAA,20.9276,0.617,0.57,329.27299794921873,337.53622412109377,FTL,Carting,8.263226171875033
trip-153731315462237958,IND209101AAA,70.5186,0.284,0.315,212.59710646972655,333.778418334961,FTL,Carting,121.18131186523442
trip-153757512084871008,IND209101AAA,64.6743,0.521,0.536,324.98463325195314,429.56035327148436,FTL,Carting,104.57572001953122
trip-153765525971012408,IND209101AAA,64.4357,0.437,0.494,282.99552971191406,408.1379560546875,FTL,Carting,125.14242634277343
trip-153774136300358177,IND209101AAA,68.6219,0.346,0.369,241.8348669189453,356.0077071533203,FTL,Carting,114.17284023437503
trip-153782771910892070,IND209101AAA,70.1691,0.339,0.373,239.7682668701172,361.85489416503907,FTL,Carting,122.08662729492187
trip-153791741692129118,IND209101AAA,71.60610000000001,0.284,0.315,213.6846064697266,336.497168334961,FTL,Carting,122.81256186523439
trip-153808733157499457,IND209101AAA,24.8651,0.612,0.566,331.08455190429686,345.1780087890625,FTL,Carting,14.093456884765658
trip-153817644188071543,IND209101AAA,63.5274,0.339,0.373,233.2614087890625,345.39129968261716,FTL,Carting,112.12989089355466
trip-153826063977298204,IND209101AAA,63.698800000000006,0.339,0.373,233.4328087890625,345.8197996826172,FTL,Carting,112.3869908935547
trip-153834925896844300,IND209101AAA,63.6352,0.339,0.373,233.3692087890625,345.66079968261715,FTL,Carting,112.29159089355466
trip-153843819506141838,IND209101AAA,68.9564,0.346,0.369,242.16936691894531,356.84395715332033,FTL,Carting,114.67459023437502
trip-153851953278320836,IND209101AAA,63.4072,0.437,0.494,281.96702971191405,405.56670605468753,FTL,Carting,123.59967634277348
trip-153860549830694010,IND209101AAA,63.4283,0.339,0.373,233.1623087890625,345.14354968261716,FTL,Carting,111.98124089355466
